"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI",2026-06-01,91.1,-1.99,5.72,"McGreevy, Michael",643376,700241,NA,"foul",NA,NA,NA,NA,4,NA,"R","R","R","STL","TEX","S",NA,NA,3,1,2026,-1.15,0.34,-0.405441431714768,2.20739669088076,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,6.52664124496968,-132.641978302983,-3.52511903626035,-14.9923890062655,26.2862842823273,-27.6299080240855,3.280561024,1.655610236,8,78.7,-18,92.4,2114,6.9,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.62,NA,NA,NA,NA,NA,NA,NA,18,5,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",222,0.01,-0.108,75.6,7.8,NA,NA,0.108,88,0,0,0.484,0.516,25,31,26,31,1,0,6,2,6,NA,2.39,1.15,1.15,35.4,26.5246760090518,-27.3202664412933,29.5219545831232,32.3144236686283
"FF",2026-06-01,90.8,-2,5.87,"McGreevy, Michael",643376,700241,NA,"called_strike",NA,NA,NA,NA,1,NA,"R","R","R","STL","TEX","S",NA,NA,3,0,2026,-0.56,0.99,-0.528855481060973,2.94486491562023,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,4.91755467841819,-132.137403278107,-3.42194801084855,-7.59779568564434,27.2148249266986,-20.049322289416,3.280561024,1.655610236,NA,NA,NA,91.9,2088,6.9,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.62,NA,NA,NA,NA,NA,NA,NA,18,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",221,0.009,-0.088,NA,NA,NA,NA,0.088,NA,0,0,0.475,0.525,25,31,26,31,1,0,6,2,6,NA,1.77,0.56,0.56,39.5,NA,NA,NA,NA
"SI",2026-06-01,89.9,-1.97,5.7,"McGreevy, Michael",643376,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","B",NA,NA,2,0,2026,-1.09,0.31,-0.974310000780505,3.03029850436488,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,4.84425314678319,-130.950958992323,-1.13071118834134,-13.5758415384685,27.2305474342503,-28.5823659924789,3.280561024,1.655610236,NA,NA,NA,90.8,2164,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.76,NA,NA,NA,NA,NA,NA,NA,18,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",224,-0.013,0.156,NA,NA,NA,NA,-0.156,NA,0,0,0.488,0.512,25,31,26,31,1,0,6,2,6,NA,2.5,1.09,1.09,33.1,NA,NA,NA,NA
"SI",2026-06-01,90.4,-2.11,5.76,"McGreevy, Michael",643376,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","B",NA,NA,1,0,2026,-1.17,0.42,-0.962114304979731,3.01213060673084,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,5.39564118109853,-131.55258424012,-1.65384704489203,-14.7281608103863,26.6785244274402,-27.1767164967934,3.280561024,1.655610236,NA,NA,NA,91.2,2174,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.82,NA,NA,NA,NA,NA,NA,NA,18,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",225,-0.008,0.085,NA,NA,NA,NA,-0.085,NA,0,0,0.496,0.504,25,31,26,31,1,0,6,2,6,NA,2.36,1.17,1.17,31.6,NA,NA,NA,NA
"FF",2026-06-01,91.1,-1.99,5.87,"McGreevy, Michael",643376,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","B",NA,NA,0,0,2026,-0.6,0.88,-0.778820439970851,3.60408124784581,NA,NA,NA,0,3,"Top",NA,NA,NA,NA,NA,NA,4.34576096034558,-132.74332620516,-1.58873832716991,-8.04222442047538,26.5502655233948,-21.6027722654421,3.280561024,1.655610236,NA,NA,NA,91.9,2119,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.93,NA,NA,NA,NA,NA,NA,NA,18,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,-0.004,0.046,NA,NA,NA,NA,-0.046,NA,0,0,0.5,0.5,25,31,26,31,1,0,6,2,6,NA,1.84,0.6,0.6,34.6,NA,NA,NA,NA
"CH",2026-06-01,87.2,-2.15,5.75,"McGreevy, Michael",694497,700241,"field_out","hit_into_play",NA,NA,NA,NA,13,"Evan Carter grounds out softly, third baseman Nolan Gorman to first baseman Alec Burleson.","R","L","R","STL","TEX","X",5,"ground_ball",3,1,2026,-1.22,0.44,-1.0933636144397,1.94635730675595,NA,677649,NA,2,2,"Top",112.38,169.85,NA,NA,NA,NA,5.09593520710659,-126.81873374289,-3.66292768128629,-14.2237880257706,26.5951513538046,-26.8758634459606,3.315666011,1.673326772,10,47.4,-9,87.6,1818,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.88,0.163,0.147,0,1,0,0,1,12,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",235,0.038,-0.337,44,6.7,NA,0.175,0.337,88,0,0,0.513,0.487,25,23,26,24,1,0,6,3,6,1,2.57,1.22,-1.22,34.1,-5.26050279767904,20.3166228148218,28.9923418975057,46.7082339854315
"FF",2026-06-01,92.5,-1.96,5.75,"McGreevy, Michael",694497,700241,NA,"ball",NA,NA,NA,NA,13,NA,"R","L","R","STL","TEX","B",NA,NA,2,1,2026,-0.86,1.1,-1.10765634220854,2.42534363620936,NA,677649,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,4.09371948328313,-134.737570329594,-4.9781187471624,-11.4069729163158,27.6891165120353,-17.9322654377522,3.315666011,1.673326772,NA,NA,NA,93.5,2180,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.82,NA,NA,NA,NA,NA,NA,NA,12,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,-0.003,0.044,NA,NA,NA,NA,-0.044,NA,0,0,0.516,0.484,25,23,26,24,1,0,6,3,6,1,1.55,0.86,-0.86,32.6,NA,NA,NA,NA
"FC",2026-06-01,87.1,-2.12,5.69,"McGreevy, Michael",694497,700241,NA,"ball",NA,NA,NA,NA,12,NA,"R","L","R","STL","TEX","B",NA,NA,1,1,2026,0.2,0.72,0.150575494350459,4.13828812128518,NA,677649,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,5.01066542706914,-126.788636917895,1.07140926493312,1.14937234289786,24.7179641779141,-24.7445811268967,3.315666011,1.673326772,NA,NA,NA,87.9,2314,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.86,NA,NA,NA,NA,NA,NA,NA,12,3,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",197,-0.003,0.038,NA,NA,NA,NA,-0.038,NA,0,0,0.519,0.481,25,23,26,24,1,0,6,3,6,1,2.27,-0.2,0.2,28.5,NA,NA,NA,NA
"CH",2026-06-01,86.4,-2.1,5.71,"McGreevy, Michael",694497,700241,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","STL","TEX","B",NA,NA,0,1,2026,-1.17,0.57,0.515628401826612,1.53775938773288,NA,677649,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,8.63836306522152,-125.375467463184,-4.60271786129787,-14.212386525615,27.7912068732868,-25.3561575762651,3.315666011,1.673326772,NA,NA,NA,86.6,1832,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.74,NA,NA,NA,NA,NA,NA,NA,12,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",235,-0.003,0.013,NA,NA,NA,NA,-0.013,NA,0,0,0.522,0.478,25,23,26,24,1,0,6,3,6,1,2.52,1.17,-1.17,34.1,NA,NA,NA,NA
"CU",2026-06-01,76.7,-1.88,5.89,"McGreevy, Michael",694497,700241,NA,"called_strike",NA,NA,NA,NA,7,NA,"R","L","R","STL","TEX","S",NA,NA,0,0,2026,1.1,-1.02,-0.770741837815469,1.89775727787955,NA,677649,NA,2,2,"Top",NA,NA,NA,NA,NA,NA,0.277674285672461,-111.585801271084,0.769718352986602,9.09283809030236,22.3130074864967,-41.0489025923594,3.315666011,1.673326772,NA,NA,NA,76.7,2472,6.5,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.97,NA,NA,NA,NA,NA,NA,NA,12,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",44,0.005,-0.035,NA,NA,NA,NA,0.035,NA,0,0,0.517,0.483,25,23,26,24,1,0,6,3,6,1,4.94,-1.1,1.1,37.1,NA,NA,NA,NA
"FF",2026-06-01,91.2,-1.9,5.83,"McGreevy, Michael",696030,700241,"field_out","hit_into_play",NA,NA,NA,NA,5,"Alejandro Osuna grounds out to first baseman Alec Burleson. Ezequiel Duran to 2nd.","R","L","R","STL","TEX","X",3,"ground_ball",1,0,2026,-0.66,0.92,0.233741723866414,2.5933183400532,NA,NA,677649,1,2,"Top",142.88,182.88,NA,NA,NA,NA,6.79098608669605,-132.752295286408,-4.12066513886823,-9.16751962658388,26.7515959870431,-20.590809313366,3.073441601,1.551082677,1,61.4,-62,92.3,2157,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.73,0.316,0.284,0,1,0,0,2,11,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",219,0.024,-0.356,71.3,6.5,NA,0.319,0.356,88,0,0,0.493,0.507,25,23,26,24,1,0,6,1,6,1,1.81,0.66,-0.66,37.4,3.75245127632566,15.6514862755776,27.9740234199025,29.8686611852776
"FC",2026-06-01,86.3,-2.02,5.76,"McGreevy, Michael",696030,700241,NA,"ball",NA,NA,NA,NA,12,NA,"R","L","R","STL","TEX","B",NA,NA,0,0,2026,-0.04,0.45,1.02183237213322,3.08811862457632,NA,NA,677649,1,2,"Top",NA,NA,NA,NA,NA,NA,7.26657201617037,-125.507731703631,-0.824305655030461,-1.97588286361731,26.863551289047,-27.4893253011305,3.073441601,1.551082677,NA,NA,NA,86.6,2264,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.88,NA,NA,NA,NA,NA,NA,NA,11,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",188,-0.004,0.035,NA,NA,NA,NA,-0.035,NA,0,0,0.497,0.503,25,23,26,24,1,0,6,1,6,1,2.63,0.04,-0.04,37.8,NA,NA,NA,NA
"SI",2026-06-01,91.1,-2.18,5.76,"McGreevy, Michael",677649,700241,"single","hit_into_play",NA,NA,NA,NA,4,"Ezequiel Duran singles on a line drive to right fielder Jordan Walker.","R","R","R","STL","TEX","X",9,"line_drive",0,0,2026,-1.09,0.28,-0.358742759464572,2.64151492290397,NA,NA,NA,1,2,"Top",186.73,130.54,NA,NA,NA,NA,6.93894701888992,-132.564363268679,-2.37407615403512,-14.2923596208282,26.4191949396496,-28.5852530930155,3.126099081,1.57765748,228,73.3,28,91.9,2140,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.89,0.769,0.692,0.9,1,1,0,4,10,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",230,-0.026,0.419,69.4,6.3,NA,0.804,-0.419,88,0,0,0.523,0.477,25,27,26,27,1,0,6,1,6,1,2.45,1.09,1.09,28.7,-6.697174208153,18.7111613910911,28.1126183483627,31.1679616814473
"FF",2026-06-01,92,-1.83,5.94,"McGreevy, Michael",669394,700241,"field_out","hit_into_play",NA,NA,NA,NA,12,"Jake Burger flies out to right fielder Jordan Walker.","R","R","R","STL","TEX","X",9,"fly_ball",1,2,2026,-0.79,0.95,0.0242347018688288,3.60480623239432,NA,NA,NA,0,2,"Top",168.8,65.33,NA,NA,NA,NA,6.4550434327432,-133.865836559433,-2.04146935811606,-10.8694236193947,27.0041284591786,-20.4852458465485,3.229658793,1.62992126,347,93.1,26,93.1,2155,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.72,0.171,0.224,0,1,0,0,3,9,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,0.016,-0.189,74.6,6.6,NA,0.351,0.189,93.1,0,0,0.507,0.493,25,30,26,30,1,0,6,1,6,1,1.73,0.79,0.79,39.9,4.80577105063775,17.8900591990285,14.1972217323563,38.722345869579
"CH",2026-06-01,87.2,-2.14,5.72,"McGreevy, Michael",669394,700241,NA,"ball",NA,NA,NA,NA,13,NA,"R","R","R","STL","TEX","B",NA,NA,0,2,2026,-1.23,-0.14,-0.0698941078746649,0.838863276300552,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,NA,NA,7.53968183445943,-126.665743579517,-5.0045974847909,-14.852222633269,27.4283981289625,-32.7305536889529,3.229658793,1.62992126,NA,NA,NA,87.5,1787,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.78,NA,NA,NA,NA,NA,NA,NA,9,3,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",234,-0.002,0.023,NA,NA,NA,NA,-0.023,NA,0,0,0.509,0.491,25,30,26,30,1,0,6,1,6,1,3.16,1.23,1.23,32.2,NA,NA,NA,NA
"SI",2026-06-01,90.8,-2.09,5.63,"McGreevy, Michael",669394,700241,NA,"called_strike",NA,NA,NA,NA,5,NA,"R","R","R","STL","TEX","S",NA,NA,0,1,2026,-1.1,0.24,-0.0893103336157424,2.63477229963964,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,NA,NA,7.36932138922329,-132.107586568555,-1.93119064487314,-14.4009439650605,26.607047717905,-29.1950067032128,3.229658793,1.62992126,NA,NA,NA,91.5,2102,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.88,NA,NA,NA,NA,NA,NA,NA,9,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",232,0.006,-0.055,NA,NA,NA,NA,0.055,NA,0,0,0.503,0.497,25,30,26,30,1,0,6,1,6,1,2.52,1.1,1.1,25.5,NA,NA,NA,NA
"FF",2026-06-01,91.6,-2.01,5.9,"McGreevy, Michael",669394,700241,NA,"called_strike",NA,NA,NA,NA,1,NA,"R","R","R","STL","TEX","S",NA,NA,0,0,2026,-0.84,0.84,-0.365190036323914,3.13029903740683,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,NA,NA,5.96538051869805,-133.38707487736,-2.85232361501662,-11.2634693772735,26.3996122878912,-21.6954226389501,3.229658793,1.62992126,NA,NA,NA,92.4,2094,6.5,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.96,NA,NA,NA,NA,NA,NA,NA,9,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",224,0.003,-0.043,NA,NA,NA,NA,0.043,NA,0,0,0.5,0.5,25,30,26,30,1,0,6,1,6,1,1.85,0.84,0.84,34.2,NA,NA,NA,NA
"CU",2026-06-01,78.3,-1.83,5.86,"McGreevy, Michael",607043,700241,"grounded_into_double_play","hit_into_play",NA,NA,NA,NA,5,"Brandon Nimmo grounds into a double play, second baseman JJ Wetherholt to shortstop Masyn Winn to first baseman Alec Burleson. Joc Pederson out at 2nd. Brandon Nimmo out at 1st.","R","L","R","STL","TEX","X",4,"ground_ball",1,0,2026,1.08,-1.03,0.148256805152874,2.29850691994551,NA,NA,592626,1,1,"Top",156.88,152.19,NA,NA,NA,NA,2.2005954727776,-113.933979685306,1.42044230813174,8.94267427807126,22.6129257488861,-41.6288615194636,3.270029528,1.650295276,22,101.1,-5,78.6,2571,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.83,0.341,0.309,0,1,0,0,2,3,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",42,0.054,-0.356,72.9,7,NA,0.392,0.356,101.1,0,0,0.494,0.506,25,33,26,33,1,0,6,1,6,1,4.77,-1.08,1.08,41.5,7.40634006452636,7.08455234053964,30.8262841933257,36.6549747834089
"FF",2026-06-01,93.3,-1.95,5.88,"McGreevy, Michael",607043,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","STL","TEX","B",NA,NA,0,0,2026,-0.7,1.19,-0.990134787162158,3.58644227958807,NA,NA,592626,1,1,"Top",NA,NA,NA,NA,NA,NA,4.03548747961848,-135.923722676923,-2.64662145881953,-9.55280563240913,29.7443685781282,-17.0642376036077,3.270029528,1.650295276,NA,NA,NA,94.1,2336,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.8,NA,NA,NA,NA,NA,NA,NA,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",223,-0.004,0.035,NA,NA,NA,NA,-0.035,NA,0,0,0.498,0.502,25,33,26,33,1,0,6,1,6,1,1.42,0.7,-0.7,36,NA,NA,NA,NA
"ST",2026-06-01,82.3,-2.16,5.57,"McGreevy, Michael",673962,700241,"field_out","hit_into_play",NA,NA,NA,NA,13,"Josh Jung lines out to third baseman Nolan Gorman.","R","R","R","STL","TEX","X",5,"line_drive",0,2,2026,0.85,-0.29,-0.104595795541951,1.26760731040699,NA,NA,592626,0,1,"Top",110.26,176.01,NA,NA,NA,NA,2.93858687650875,-119.898274116534,-2.45852642239582,7.69606993002099,22.7277928767514,-34.6786319343229,3.26300853,1.646751969,124,90.1,7,83,2431,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.84,0.466,0.422,0,1,0,0,4,2,3,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",53,0.02,-0.168,72.1,7.7,NA,0.508,0.168,90.1,0,0,0.478,0.522,25,28,26,28,1,0,6,1,6,1,3.64,-0.85,-0.85,30.1,18.3267332769171,-11.1981157870432,45.2283663659064,30.2552070631025
"CH",2026-06-01,87,-2.19,5.77,"McGreevy, Michael",673962,700241,NA,"swinging_strike",NA,NA,NA,NA,13,NA,"R","R","R","STL","TEX","S",NA,NA,0,1,2026,-1.2,0,-0.446571750230894,1.22656696973654,NA,NA,592626,0,1,"Top",NA,NA,NA,NA,NA,NA,6.68990805479481,-126.573545481613,-4.50331894915005,-14.2375054958502,26.1642002992338,-31.3969540323254,3.26300853,1.646751969,NA,NA,NA,87.8,1906,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.7,NA,NA,NA,NA,NA,NA,NA,2,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",236,0.009,-0.05,72.1,7.9,5.129860428,NA,0.05,NA,0,0,0.469,0.531,25,28,26,28,1,0,6,1,6,1,3.01,1.2,1.2,31.4,28.5539675758572,-25.7466110220282,41.5189716000157,27.2963269789482
"SI",2026-06-01,92,-2.15,5.71,"McGreevy, Michael",673962,700241,NA,"foul",NA,NA,NA,NA,11,NA,"R","R","R","STL","TEX","S",NA,NA,0,0,2026,-1.21,0.42,-1.40157116682625,2.52554466887812,NA,NA,592626,0,1,"Top",NA,NA,NA,NA,NA,NA,4.57684590143832,-133.952084970366,-3.04120171497101,-15.5371468029363,26.5050129915597,-26.6775028927995,3.26300853,1.646751969,NA,NA,NA,93.2,2242,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.71,NA,NA,NA,NA,NA,NA,NA,2,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",226,0.005,-0.042,70,7.1,NA,NA,0.042,NA,0,0,0.464,0.536,25,28,26,28,1,0,6,1,6,1,2.25,1.21,1.21,32.8,21.2699981027562,-14.8221413103957,39.9243345065444,17.4024853370366
"CH",2026-06-01,88.8,-2.12,5.73,"McGreevy, Michael",592626,700241,"walk","ball",NA,NA,NA,NA,13,"Joc Pederson walks.","R","L","R","STL","TEX","B",NA,NA,3,2,2026,-1.21,0.15,-0.404932573345089,1.31193671928994,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,6.8189034997767,-129.122262226868,-4.91114954113536,-14.954251775791,25.7211414773561,-29.6995109332085,3.23667979,1.633464567,NA,NA,NA,90,1908,7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.52,NA,0.699458,0.7,1,0,0,NA,1,7,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",232,-0.031,0.37,NA,NA,NA,NA,-0.37,NA,0,0,0.495,0.505,25,34,26,34,1,0,6,1,6,1,2.74,1.21,-1.21,36.3,NA,NA,NA,NA
"FC",2026-06-01,88.5,-2.13,5.75,"McGreevy, Michael",592626,700241,NA,"foul",NA,NA,NA,NA,4,NA,"R","L","R","STL","TEX","S",NA,NA,3,2,2026,0.28,0.47,-0.579019865573972,2.63517145476431,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,3.16890408267274,-128.954013812609,-2.39447750406629,2.51634313029373,24.7744588162789,-26.6771340273284,3.23667979,1.633464567,199,77.9,59,89.7,2292,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.71,NA,NA,NA,NA,NA,NA,NA,1,6,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",185,0,0,71,7.4,NA,NA,0,88,0,0,0.495,0.505,25,34,26,34,1,0,6,1,6,1,2.42,-0.28,0.28,37.2,0.68983892910962,4.98222939969301,30.1815667868835,37.9409445583451
"FF",2026-06-01,93.1,-1.99,5.9,"McGreevy, Michael",592626,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","STL","TEX","B",NA,NA,2,2,2026,-0.55,1.2,-1.12965048543357,3.34526009995904,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,3.44429582500115,-135.599329973762,-3.3552133877403,-7.54540054749104,26.9783427012341,-16.7770833069348,3.23667979,1.633464567,NA,NA,NA,94.3,2176,6.8,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.75,NA,NA,NA,NA,NA,NA,NA,1,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",223,-0.008,0.117,NA,NA,NA,NA,-0.117,NA,0,0,0.503,0.497,25,34,26,34,1,0,6,1,6,1,1.4,0.55,-0.55,36,NA,NA,NA,NA
"CU",2026-06-01,80.2,-2.08,5.71,"McGreevy, Michael",592626,700241,NA,"ball",NA,NA,NA,NA,14,NA,"R","L","R","STL","TEX","B",NA,NA,1,2,2026,1.09,-0.95,0.437610298094187,-0.116097272385547,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,3.4443999189254,-116.777446579298,-4.04545968604034,9.18231412091033,23.7392742223265,-40.2369709984,3.23667979,1.633464567,NA,NA,NA,80.8,2639,6.9,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.63,NA,NA,NA,NA,NA,NA,NA,1,4,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",48,-0.004,0.049,NA,NA,NA,NA,-0.049,NA,0,0,0.507,0.493,25,34,26,34,1,0,6,1,6,1,4.51,-1.09,1.09,36,NA,NA,NA,NA
"CH",2026-06-01,88,-2.04,5.82,"McGreevy, Michael",592626,700241,NA,"swinging_strike",NA,NA,NA,NA,7,NA,"R","L","R","STL","TEX","S",NA,NA,1,1,2026,-1.34,0.04,-0.745607972552806,1.67761084772027,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,5.97060340101701,-127.961593240528,-3.75381478626343,-15.9768973482953,28.2323261731269,-31.1101997906785,3.23667979,1.633464567,NA,NA,NA,88.4,1783,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.79,NA,NA,NA,NA,NA,NA,NA,1,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",236,0.006,-0.062,73.4,8,1.421308044,NA,0.062,NA,0,0,0.501,0.499,25,34,26,34,1,0,6,1,6,1,2.92,1.34,-1.34,32,14.9474570072541,-11.2818392140774,32.5110602022098,40.4416379525034
"FF",2026-06-01,93.7,-1.89,5.86,"McGreevy, Michael",592626,700241,NA,"foul",NA,NA,NA,NA,4,NA,"R","L","R","STL","TEX","S",NA,NA,1,0,2026,-0.69,1.32,-0.474324725313608,2.70304020073804,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,5.21294961112262,-136.332919128683,-5.1916752207844,-9.79908983043293,31.1379843098945,-14.8126726911814,3.23667979,1.633464567,237,76.1,29,94.2,2271,6.7,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.81,NA,NA,NA,NA,NA,NA,NA,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,0.005,-0.059,75,7.1,NA,NA,0.059,88,0,0,0.496,0.504,25,34,26,34,1,0,6,1,6,1,1.29,0.69,-0.69,36.4,3.21951700612111,8.77517650688445,29.7823102978988,37.0687637911584
"FF",2026-06-01,93,-1.99,5.89,"McGreevy, Michael",592626,700241,NA,"ball",NA,NA,NA,NA,11,NA,"R","L","R","STL","TEX","B",NA,NA,0,0,2026,-0.83,1.14,-1.36042086890974,3.02921109946593,NA,NA,NA,0,1,"Top",NA,NA,NA,NA,NA,NA,3.47591242356809,-135.398740903928,-3.94128386264904,-11.0104272597344,29.3860922822455,-17.4378748005035,3.23667979,1.633464567,NA,NA,NA,93.6,2275,6.6,823050,671056,676475,802139,669357,691026,663494,687363,691023,53.89,NA,NA,NA,NA,NA,NA,NA,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,-0.004,0.046,NA,NA,NA,NA,-0.046,NA,0,0,0.5,0.5,25,34,26,34,1,0,6,1,6,1,1.49,0.83,-0.83,35,NA,NA,NA,NA
"SI",2026-05-26,90.5,-1.92,5.72,"McGreevy, Michael",661388,700241,"double","hit_into_play",NA,NA,NA,NA,8,"William Contreras doubles (9) on a sharp line drive to center fielder Victor Scott II. Christian Yelich scores. Jackson Chourio scores. Brice Turang to 3rd.","R","R","R","MIL","STL","X",8,"line_drive",0,0,2026,-0.8,0.62,0.211314874290372,1.95329094391192,592885,694192,668930,0,5,"Bot",163.95,52.39,NA,NA,NA,NA,7.05127579488208,-131.632224639752,-4.66298163575534,-10.7457194462665,25.1518235329107,-24.2015818168048,3.133120079,1.581200787,374,108.9,17,91.7,2089,6.8,823785,671056,676475,802139,665877,691026,663494,687363,691023,53.68,0.649,0.791,1.25,1,1,1,6,40,1,"Sinker",1,0,1,0,0,3,3,0,"Standard","Standard",224,0.091,0.652,77.8,7.5,NA,1.219,-0.652,108.9,1,1,0.847,0.847,25,28,26,29,3,2,6,1,6,1,2.14,0.8,0.8,32,11.8089390930587,4.59991011578022,28.6624484658793,39.2088600926552
